id,concept,on_lists,udb_param,udb_relationship,james_name,james_domain,james_source,ishaan_name,ishaan_domain,ishaan_source,ishaan_class,match_basis,review_status,confidence,notes_errors,james_section,james_chapter,james_granularity,james_reg_name,james_field_name,james_long_name,james_description,james_type,james_width,james_range,james_array,james_func_of_field,james_note
P101,WARL behaviour of mseccfg.MMWP.,james,,,mseccfg.MMWP,per bit: constant mask,MSECCFG_MMWP_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mseccfg field parameters.,csr_definitions,Machine Mode,field-level,mseccfg,MMWP,,,ConstMask,,,,,
P102,"If list of legal write values is empty, then this field is read-only zero.",james,PMLEN,partial,mseccfg.PMM,TBD (legal enum),MSECCFG_PMM_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: Same partial relationship as menvcfg.PMM.,csr_definitions,Machine Mode,field-level,mseccfg,PMM,,"If list of legal write values is empty, then this field is read-only zero.",LegalEnum,,,,,
P103,WARL behaviour of mseccfg.RLB.,james,,,mseccfg.RLB,per bit: constant mask,MSECCFG_RLB_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no mseccfg field parameters.,csr_definitions,Machine Mode,field-level,mseccfg,RLB,,,ConstMask,,,,,
P104,WARL behaviour of mstatus.MDT (Smdbltrp).,james,,,mstatus.MDT,per bit: constant mask,MSTATUS_MDT_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no MDT parameter.,csr_definitions,Machine Mode,field-level,mstatus,MDT,,,ConstMask,,,,,
P105,Legal values of mstatus.MPP.,james,,,mstatus.MPP,TBD (legal enum),MSTATUS_XPP_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models no MPP legal-value set.,csr_definitions,Machine Mode,field-level,mstatus,MPP,,,LegalEnum,,,,,
P106,Legal values of mstatus.SPP.,james,,,mstatus.SPP,TBD (legal enum),MSTATUS_XPP_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB models no SPP legal-value set.,csr_definitions,Machine Mode,field-level,mstatus,SPP,,,LegalEnum,,,,,
P107,WARL behaviour of mstatus.TSR.,james,,,mstatus.TSR,per bit: constant mask,MSTATUS_TSR_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has MSTATUS_TVM_IMPLEMENTED but no TSR equivalent.,csr_definitions,Machine Mode,field-level,mstatus,TSR,,,ConstMask,,,,,
P108,WARL behaviour of mstatus.TW.,james,,,mstatus.TW,per bit: constant mask,MSTATUS_TW_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has MSTATUS_TVM_IMPLEMENTED but no TW equivalent.,csr_definitions,Machine Mode,field-level,mstatus,TW,,,ConstMask,,,,,
P109,Legal values / access behaviour of `mtinst` (whole register),james,"TINST_VALUE_ON_BREAKPOINT, TINST_VALUE_ON_LOAD_PAGE_FAULT, TINST_VALUE_ON_VIRTUAL_INSTRUCTION",partial,mtinst,TBD,MTINST_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: Same 1-to-many relationship as htinst.,csr_definitions,H Extension,register-level,mtinst,,,,Other,,,,,
P110,Legal values / access behaviour of `mtvec.BASE`,james,"MTVEC_BASE_ALIGNMENT_DIRECT, MTVEC_BASE_ALIGNMENT_VECTORED",partial,mtvec.BASE,per bit: constant mask,MTVEC_WARL; MTVEC_BASE_ALIGN_FUNC_MODE,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB splits BASE alignment by mode.,csr_definitions,Machine Mode,field-level,mtvec,BASE,,,ConstMask,,,,MODE,
P111,There are up to 64 PMP entries (M=0 to 63) each with an 8-bit WARL field.,james,"PMP_TOR_SUPPORTED, PMP_NA4_SUPPORTED, PMP_NAPOT_SUPPORTED",partial,pmpcfgN.pmpMcfg,TBD,PMPCFG_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB splits pmpcfg.A legal values into per-mode booleans.,csr_definitions,Machine Mode,field-level,pmpcfgN,pmpMcfg,,"There are up to 64 PMP entries (M=0 to 63) each with an 8-bit WARL field. RV32 has 4 pmpcfg fields per CSR (N=0 to 15) and RV64 has 8 pmpcfg fields per CSR (N=0 to 15, even values). The WARL behavior of all fields is the same.",Other,,,,,
P112,WLRL legal exception codes of scause.,james,,,scause.EXCEPTION_CODE,TBD,SCAUSE_EXCEPTION_CODE_ACC,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no cause-code legal-value parameter.,csr_definitions,Supervisor Mode,field-level,scause,EXCEPTION_CODE,,,Other,,,,,
P113,Legal values / access behaviour of `sctrdepth.DEPTH`,james,,,sctrdepth.DEPTH,TBD,SCTRDEPTH_DEPTH_WARL,,,,,n/a,unreviewed (his individual draft),,"Duplicated within his own list. UDB check: Duplicates his own SCTRDEPTH_DEPTH parameter_definition (same field, recorded once in each section). That parameter already matches our SCTRDEPTH_SUPPORTED_VALUES. DEFECT (his file): the same field is recorded in both sections (SCTRDEPTH_DEPTH under parameter_definitions, sctrdepth.DEPTH under csr_definitions). The two carry different impl-defs so the split may be deliberate; worth confirming with him.",csr_definitions,SmCtr (Ctrl Xfer Records),field-level,sctrdepth,DEPTH,,,Other,,,,,
P114,WARL behaviour of sctrstatus.WRPTR.,james,,,sctrstatus.WRPTR,TBD,SCTRSTATUS_WRPTR_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no sctrstatus parameter.,csr_definitions,SmCtr (Ctrl Xfer Records),field-level,sctrstatus,WRPTR,,,Other,,,,,
P115,Legal values / access behaviour of `senvcfg.CBIE`,james,FORCE_UPGRADE_CBO_INVAL_TO_FLUSH,partial,senvcfg.CBIE,TBD,SENVCFG_CBIE_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: Same partial relationship as henvcfg.CBIE.,csr_definitions,Supervisor Mode,field-level,senvcfg,CBIE,,,Other,,,,,
P116,Writable-bit mask of sie.,james,,,sie,TBD,SIE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register. His `sie` cites impl-def SIE_WARL with no matching normative rule in the pinned manual, so its spec text could not be checked.",csr_definitions,Supervisor Mode,register-level,sie,,,,Other,,,,,
P117,Legal values / access behaviour of `sstateen0/sstateen1/sstateen2/sstateen3` (whole register),james,SSTATEEN_JVT_TYPE,partial,sstateen0/sstateen1/sstateen2/sstateen3,per bit: constant mask,STATEEN_WARL_ACCESS,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB models only the JVT bit at S level, while mstateen/hstateen have six each.",csr_definitions,State Enable Extension,register-level,sstateen0/sstateen1/sstateen2/sstateen3,,,,ConstMask,,,,,
P118,WARL behaviour of sstatus.SDT (Ssdbltrp).,james,,,sstatus.SDT,TBD,SSTATUS_SDT_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB has no SDT parameter.,csr_definitions,Supervisor Mode,field-level,sstatus,SDT,,,Other,,,,,
P119,BASE alignment of stvec.,james,,,stvec.BASE,TBD,STVEC_BASE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Jordan records explicitly that UDB has no STVEC base-alignment parameter while Sail does. His `stvec.BASE` cites impl-def STVEC_BASE_WARL with no matching normative rule in the pinned manual, so its spec text could not be checked.",csr_definitions,Supervisor Mode,field-level,stvec,BASE,,,Other,,,,,
P120,Legal values / access behaviour of `vsatp.MODE`,james,"VSSTAGE_MODE_BARE, SV39_VSMODE_TRANSLATION, SV48_VSMODE_TRANSLATION, IGNORE_INVALID_VSATP_MODE_WRITES_WHEN_V_EQ_ZERO",partial,vsatp.MODE,TBD,VSATP_MODE_UNSUPPORTED_V0_WARL,,,,,n/a,unreviewed (his individual draft),,UDB check: UDB splits vsatp.MODE across per-mode booleans plus an illegal-write behaviour.,csr_definitions,H Extension,field-level,vsatp,MODE,,,Other,,,,,
P121,WLRL legal exception codes of vscause.,james,,,vscause,TBD,VSCAUSE_WLRL,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB has no cause-code legal-value parameter. Flagged by our INCLUSION_CRITERIA rule 14 on `vscause`: legal values stated as identical to another register's -- possibly derived, not independent.",csr_definitions,H Extension,register-level,vscause,,,,Other,,,,,
P122,WARL behaviour of vsepc.,james,,,vsepc,TBD,VSEPC_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB has no vsepc parameter; our SEPC_INVALID_ADDR_BEHAVIOR is the sepc sibling. Flagged by our INCLUSION_CRITERIA rule 14 on `vsepc`: legal values stated as identical to another register's -- possibly derived, not independent.",csr_definitions,H Extension,register-level,vsepc,,,,Other,,,,,
P123,Writable-bit mask of vsie.,james,,,vsie,TBD,VSIE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,vsie,,,,Other,,,,,
P124,Writable-bit mask of vsip.,james,,,vsip,TBD,VSIP_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: Verified: UDB has no parameter touching any interrupt-pending, interrupt-enable or delegation register.",csr_definitions,H Extension,register-level,vsip,,,,Other,,,,,
P125,Implemented-bit width of vstval.,james,,,vstval,TBD,VSTVAL_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB has MTVAL_WIDTH and STVAL_WIDTH but no VSTVAL_WIDTH. Flagged by our INCLUSION_CRITERIA rule 14 on `vstval`: legal values stated as identical to another register's -- possibly derived, not independent.",csr_definitions,H Extension,register-level,vstval,,,,Other,,,,,
P126,Legal values / access behaviour of `vstvec.BASE`,james,"VSTVEC_MODE_DIRECT, VSTVEC_MODE_VECTORED",partial,vstvec.BASE,TBD,VSTVEC_BASE_WARL,,,,,n/a,unreviewed (his individual draft),,"UDB check: UDB has no vstvec BASE-alignment parameter; Jordan records the same gap for stvec. OPEN (our bookkeeping): classified as a partial overlap citing VSTVEC_MODE_DIRECT/VECTORED, but those are MODE parameters and the stated reason is that UDB has no vstvec BASE-alignment parameter. Its sibling stvec.BASE is classified as having no UDB counterpart. Reads like it should be no-counterpart too; left unchanged pending review. His `vstvec.BASE` cites impl-def VSTVEC_BASE_WARL with no matching normative rule in the pinned manual, so its spec text could not be checked.",csr_definitions,H Extension,field-level,vstvec,BASE,,,Other,,,,,
