parameter_name,long_name,classification,classification_confidence,classification_reasoning,value_type,value_details,defined_by_extensions,defined_by_summary,has_requirements,num_csr_references,csr_names,spec_file,spec_line,spec_score,spec_is_normative,spec_in_note,spec_text,description
PMP_GRANULARITY,TODO,NORM_DIRECT,high,Well-known architectural parameter 'PMP_GRANULARITY',range,[2..66],,param:NUM_PMP_ENTRIES(greaterThan=0),False,160,"pmpaddr0, pmpaddr1, pmpaddr10, pmpaddr11, pmpaddr12, pmpaddr13, pmpaddr14, pmpaddr15, pmpaddr16, pmpaddr17, pmpaddr18, pmpaddr19, pmpaddr2, pmpaddr20, pmpaddr21, pmpaddr22, pmpaddr23, pmpaddr24, pmpaddr25, pmpaddr26, pmpaddr27, pmpaddr28, pmpaddr29, pmpaddr3, pmpaddr30, pmpaddr31, pmpaddr32, pmpaddr33, pmpaddr34, pmpaddr35, pmpaddr36, pmpaddr37, pmpaddr38, pmpaddr39, pmpaddr4, pmpaddr40, pmpaddr41, pmpaddr42, pmpaddr43, pmpaddr44, pmpaddr45, pmpaddr46, pmpaddr47, pmpaddr48, pmpaddr49, pmpaddr5, pmpaddr50, pmpaddr51, pmpaddr52, pmpaddr53, pmpaddr54, pmpaddr55, pmpaddr56, pmpaddr57, pmpaddr58, pmpaddr59, pmpaddr6, pmpaddr60, pmpaddr61, pmpaddr62, pmpaddr63, pmpaddr7, pmpaddr8, pmpaddr9, pmpcfg0, pmpcfg1, pmpcfg10, pmpcfg11, pmpcfg12, pmpcfg13, pmpcfg14, pmpcfg15, pmpcfg2, pmpcfg3, pmpcfg4, pmpcfg5, pmpcfg6, pmpcfg7, pmpcfg8, pmpcfg9",machine.adoc,3333,5,True,False,"[#norm:pmp_granularity_param]#The granularity of PMP access control settings are platform-specific,","log2 of the smallest supported PMP region.

Generally, for systems with an MMU, should not be smaller than 12,
as that would preclude caching PMP results in the TLB along with
virtual memory translations

Note that PMP_GRANULARITY is equal to G+2 (not G) as described in
the privileged architecture."
PRECISE_SYNCHRONOUS_EXCEPTIONS,Whether or not all synchronous exceptions are precise.,NORM_DIRECT,high,Trap/report behavior parameter (matches ^PRECISE_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,1256,4,True,False,"[#norm:mtvec_mode_vectored_op]#When MODE=Vectored, all synchronous exceptions into machine mode cause","If false, any exception not otherwise mandated to precise (e.g., PMP violation)
will cause execution to enter an unpredictable state."
RCID_WIDTH,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of srmcfg.RCID,range,[1..12],Ssqosid,ext:Ssqosid,False,1,srmcfg,supervisor.adoc,2653,10,True,False,[#norm:Ssqosid_srmcfg_csr_applies_to_all_modes]#The `RCID` and `MCID` configured in the `srmcfg` CSR apply to all privilege,"Number of bits used for the Resource Control ID field (RCID).
Default is 12."
REPORT_CAUSE_IN_MTVAL_ON_LANDING_PAD_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfilp,ext:Zicfilp,False,0,,machine.adoc,2116,11,True,False,"[#norm:mtval_swchk_lead-in]#On a trap caused by a software-check exception, the `mtval` register holds","When true, `mtval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception is raised into M-mode due to a landing pad error.

When false, `mtval` is written with 0."
REPORT_CAUSE_IN_MTVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfiss,ext:Zicfiss,False,0,,machine.adoc,2116,11,True,False,"[#norm:mtval_swchk_lead-in]#On a trap caused by a software-check exception, the `mtval` register holds","When true, `mtval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception is raised into M-mode due to a shadow stack pop check instruction.

When false, `mtval` is written with 0."
REPORT_CAUSE_IN_STVAL_ON_LANDING_PAD_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfilp,ext:Zicfilp,False,0,,zpm.adoc,178,10,True,False,"In contrast to software writes, [#norm:pm_csr_hw_apply]#pointer masking, when applicable, **is applied** for hardware writes to a CSR (e.g., when the hardware writes the transformed address to `stval`","When true, `stval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception is raised into S-mode due to a landing pad error.

When false, `stval` is written with 0."
REPORT_CAUSE_IN_STVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfiss,ext:Zicfiss,False,0,,zpm.adoc,178,10,True,False,"In contrast to software writes, [#norm:pm_csr_hw_apply]#pointer masking, when applicable, **is applied** for hardware writes to a CSR (e.g., when the hardware writes the transformed address to `stval`","When true, `stval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception is raised into S-mode due to a shadow stack pop check instruction.

When false, `stval` is written with 0."
REPORT_CAUSE_IN_VSTVAL_ON_LANDING_PAD_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfilp,ext:Zicfilp,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the shadow stack cause (code=18) when a SoftwareCheck exception is raised into VS-mode due to a landing pad error.

When false, `vstval` is written with 0."
REPORT_CAUSE_IN_VSTVAL_ON_SHADOW_STACK_SOFTWARE_CHECK,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Zicfiss,ext:Zicfiss,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the shadow stack cause (code=3) when a SoftwareCheck exception is raised into VS-mode due to a shadow stack pop check instruction.

When false, `vstval` is written with 0."
REPORT_ENCODING_IN_MTVAL_ON_ILLEGAL_INSTRUCTION,Whether or not `mtval` is written with the encoding of an instruction causing an IllegalInstruction exception,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2090,13,True,False,[#norm:mtval_ill_instr_exc_in_low_bits]#The value loaded into `mtval` on an illegal-instruction exception is,"Options:

  * true:  `mtval` is written with the encoding of an instruction causing an IllegalInstruction exception
  * false: `mtval` is written with 0 when an instruction causes an IllegalInstruction exception."
REPORT_ENCODING_IN_STVAL_ON_ILLEGAL_INSTRUCTION,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,supervisor.adoc,751,11,False,False,"nonzero value when an illegal-instruction exception occurs, then `stval`","When true, `stval` is written with the encoding of an instruction that causes an
`IllegalInstruction` exception.

When false `stval` is written with 0 when an `IllegalInstruction` exception occurs."
REPORT_ENCODING_IN_VSTVAL_ON_ILLEGAL_INSTRUCTION,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the encoding of an instruction that causes an
`IllegalInstruction` exception.

When false `vstval` is written with 0 when an `IllegalInstruction` exception occurs."
REPORT_ENCODING_IN_VSTVAL_ON_VIRTUAL_INSTRUCTION,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,8,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the encoding of an instruction that causes an
`VirualInstruction` exception.

When false `vstval` is written with 0 when an `VirtualInstruction` exception occurs."
REPORT_GPA_IN_HTVAL_ON_GUEST_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,917,9,False,False,"When a guest-page-fault trap is taken into HS-mode, `htval` is written","When true, `htval` is written with the Guest Physical Address, shifted right by 2, that
caused a `GuestPageFault` exception.

When false, `htval` is written with 0 when a `GuestPageFault` exception occurs."
REPORT_GPA_IN_TVAL_ON_INSTRUCTION_GUEST_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,2,"htval, mtval2",hypervisor.adoc,2832,8,False,False,"`mtval2` or `htval`. If both conditions are met, the value written to","Whether or not GPA >> 2 is written into htval/mtval2 when an instruction guest page fault occurs.

If false, 0 will be written into htval/mtval2 on an instruction guest page fault."
REPORT_GPA_IN_TVAL_ON_INTERMEDIATE_GUEST_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,2,"htval, mtval2",hypervisor.adoc,2832,8,False,False,"`mtval2` or `htval`. If both conditions are met, the value written to","Whether or not GPA >> 2 is written into htval/mtval2 when a guest page fault occurs while
walking a VS-mode page table.

If false, 0 will be written into htval/mtval2 on an intermediate guest page fault."
REPORT_GPA_IN_TVAL_ON_LOAD_GUEST_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,2,"htval, mtval2",hypervisor.adoc,2832,8,False,False,"`mtval2` or `htval`. If both conditions are met, the value written to","Whether or not GPA >> 2 is written into htval/mtval2 when a load guest page fault occurs.

If false, 0 will be written into htval/mtval2 on a load guest page fault."
REPORT_GPA_IN_TVAL_ON_STORE_AMO_GUEST_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,2,"htval, mtval2",hypervisor.adoc,2832,8,False,False,"`mtval2` or `htval`. If both conditions are met, the value written to","Whether or not GPA >> 2 is written into htval/mtval2 when a store/amo guest page fault occurs.

If false, 0 will be written into htval/mtval2 on a store/amo guest page fault."
REPORT_VA_IN_MTVAL_ON_BREAKPOINT,Whether or not `mtval` is written with the virtual PC of an EBREAK instruction.,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2050,17,False,False,"On a breakpoint exception raised by an EBREAK or C.EBREAK instruction, `mtval`","Options:

  * true:  `mtval` is written with the virtual PC of an EBREAK instruction (same information as `mepc`).
  * false: `mtval` is written with 0 on an EBREAK instruction.

Regardless, `mtval` is always written with a virtual PC when an external breakpoint is generated"
REPORT_VA_IN_MTVAL_ON_INSTRUCTION_ACCESS_FAULT,Whether or not `mtval` is written with the virtual address of a fetch causing an access fault,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2071,12,True,False,[#norm:mtval_varlen_wr]#If `mtval` is written with a nonzero value when an instruction,"Options:

  * true:  `mtval` is written with the virtual address of a fetch causing the access fault
  * false: `mtval` is written with 0 when a fetch causes an access fault"
REPORT_VA_IN_MTVAL_ON_INSTRUCTION_MISALIGNED,Whether or not `mtval` is written with the virtual address of a misaligned fetch,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2067,12,True,False,[#norm:mtval_vaddr_wr2]#If `mtval` is written with a nonzero value when a misaligned load or,"Options:

  * true:  `mtval` is written with the virtual address of a trapping misaligned fetch
  * false: `mtval` is written with 0 when a misaligned fetch traps"
REPORT_VA_IN_MTVAL_ON_INSTRUCTION_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,machine.adoc,2071,12,True,False,[#norm:mtval_varlen_wr]#If `mtval` is written with a nonzero value when an instruction,"When true, `mtval` is written with the virtual PC of an instructino when fetch causes an
`InstructionPageFault`.

WHen false, `mtval` is written with 0 when an instruction fetch causes an
`InstructionPageFault`."
REPORT_VA_IN_MTVAL_ON_LOAD_ACCESS_FAULT,Whether or not `mtval` is written with the virtual address of a load causing an access fault,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,hypervisor.adoc,25,10,True,False,"registers. [#norm:H_mtval_nrz]#CSR `mtval` must not be read-only zero#, and","Options:

  * true:  `mtval` is written with the virtual address of a load causing the access fault
  * false: `mtval` is written with 0 when a load causes an access fault"
REPORT_VA_IN_MTVAL_ON_LOAD_MISALIGNED,Whether or not `mtval` is written with the virtual address of a misaligned load,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2067,13,True,False,[#norm:mtval_vaddr_wr2]#If `mtval` is written with a nonzero value when a misaligned load or,"Options:

  * true:  `mtval` is written with the virtual address of a trapping misaligned load.
  * false: `mtval` is written with 0 when a misaligned load traps."
REPORT_VA_IN_MTVAL_ON_LOAD_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,25,10,True,False,"registers. [#norm:H_mtval_nrz]#CSR `mtval` must not be read-only zero#, and","When true, `mtval` is written with the virtual address of a load when it causes a
`LoadPageFault`.

WHen false, `mtval` is written with 0 when a load causes a `LoadPageFault`."
REPORT_VA_IN_MTVAL_ON_STORE_AMO_ACCESS_FAULT,Whether or not `mtval` is written with the virtual address of a store or AMO causing an access fault,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,hypervisor.adoc,25,10,True,False,"registers. [#norm:H_mtval_nrz]#CSR `mtval` must not be read-only zero#, and","Options:

  * true:  `mtval` is written with the virtual address of a store or AMO causing the access fault
  * false: `mtval` is written with 0 when a store or AMO causes an access fault"
REPORT_VA_IN_MTVAL_ON_STORE_AMO_MISALIGNED,Whether or not `mtval` is written with the virtual address of a misaligned store or AMO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,machine.adoc,2067,12,True,False,[#norm:mtval_vaddr_wr2]#If `mtval` is written with a nonzero value when a misaligned load or,"Options:

  * true:  `mtval` is written with the virtual address of a trapping misaligned store or AMO.
  * false: `mtval` is written with 0 when a misaligned store or AMO traps."
REPORT_VA_IN_MTVAL_ON_STORE_AMO_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,25,10,True,False,"registers. [#norm:H_mtval_nrz]#CSR `mtval` must not be read-only zero#, and","When true, `mtval` is written with the virtual address of a store when it causes a
`StoreAmoPageFault`.

WHen false, `mtval` is written with 0 when a store causes a `StoreAmoPageFault`."
REPORT_VA_IN_STVAL_ON_BREAKPOINT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,supervisor.adoc,726,17,False,False,"On a breakpoint exception raised by an EBREAK or C.EBREAK instruction, `stval`","When true, `stval` is written with the virtual PC of the EBREAK instruction (same information as `mepc`).

When false, `stval` is written with 0 on an EBREAK instruction.

Regardless, `stval` is always written with a virtual PC when an external breakpoint is generated"
REPORT_VA_IN_STVAL_ON_INSTRUCTION_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,936,10,False,False,the instruction as indicated by the virtual address in `stval`.,"When true, `stval` is written with the virtual PC of an instructino when fetch causes an
`InstructionAccessFault`.

WHen false, `stval` is written with 0 when an instruction fetch causes an
`InstructionAccessFault`."
REPORT_VA_IN_STVAL_ON_INSTRUCTION_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,supervisor.adoc,726,13,False,False,"On a breakpoint exception raised by an EBREAK or C.EBREAK instruction, `stval`","When true, `stval` is written with the virtual PC when an instruction fetch is misaligned.

When false, `stval` is written with 0 when an instruction fetch is misaligned.

Note that when IALIGN=16 (i.e., when the `C` or one of the `Zc*` extensions are implemented),
it is impossible to generate a mis"
REPORT_VA_IN_STVAL_ON_INSTRUCTION_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,936,10,False,False,the instruction as indicated by the virtual address in `stval`.,"When true, `stval` is written with the virtual PC of an instructino when fetch causes an
`InstructionPageFault`.

WHen false, `stval` is written with 0 when an instruction fetch causes an
`InstructionPageFault`."
REPORT_VA_IN_STVAL_ON_LOAD_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,zpm.adoc,178,10,True,False,"In contrast to software writes, [#norm:pm_csr_hw_apply]#pointer masking, when applicable, **is applied** for hardware writes to a CSR (e.g., when the hardware writes the transformed address to `stval`","When true, `stval` is written with the virtual address of a load when it causes a
`LoadAccessFault`.

WHen false, `stval` is written with 0 when a load causes a `LoadAccessFault`."
REPORT_VA_IN_STVAL_ON_LOAD_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,supervisor.adoc,734,11,False,False,If `stval` is written with a nonzero value when a misaligned load or,"When true, `stval` is written with the virtual address of a load instruction when the
address is misaligned and MISALIGNED_LDST is false.

When false, `stval` is written with 0 when a load address is misaligned and
MISALIGNED_LDST is false."
REPORT_VA_IN_STVAL_ON_LOAD_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,2046,9,False,False,"modes. On a guest-page fault, CSR `mtval` or `stval` is written with the","When true, `stval` is written with the virtual address of a load when it causes a
`LoadPageFault`.

WHen false, `stval` is written with 0 when a load causes a `LoadPageFault`."
REPORT_VA_IN_STVAL_ON_STORE_AMO_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,zpm.adoc,178,10,True,False,"In contrast to software writes, [#norm:pm_csr_hw_apply]#pointer masking, when applicable, **is applied** for hardware writes to a CSR (e.g., when the hardware writes the transformed address to `stval`","When true, `stval` is written with the virtual address of a store when it causes a
`StoreAmoAccessFault`.

WHen false, `stval` is written with 0 when a store causes a `StoreAmoAccessFault`."
REPORT_VA_IN_STVAL_ON_STORE_AMO_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,supervisor.adoc,734,10,False,False,If `stval` is written with a nonzero value when a misaligned load or,"When true, `stval` is written with the virtual address of a store instruction when the
address is misaligned and MISALIGNED_LDST is false.

When false, `stval` is written with 0 when a store address is misaligned and
MISALIGNED_LDST is false."
REPORT_VA_IN_STVAL_ON_STORE_AMO_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",S,ext:S,False,0,,hypervisor.adoc,2046,9,False,False,"modes. On a guest-page fault, CSR `mtval` or `stval` is written with the","When true, `stval` is written with the virtual address of a store when it causes a
`StoreAmoPageFault`.

WHen false, `stval` is written with 0 when a store causes a `StoreAmoPageFault`."
REPORT_VA_IN_VSTVAL_ON_BREAKPOINT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,10,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the virtual PC of the EBREAK instruction (same information as `mepc`).

When false, `vstval` is written with 0 on an EBREAK instruction.

Regardless, `vstval` is always written with a virtual PC when an external breakpoint is generated."
REPORT_VA_IN_VSTVAL_ON_INSTRUCTION_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,zc.adoc,1183,9,True,False,"[#norm:Zcmp_trap]#If a trap occurs during the sequence then _xEPC_ is updated with the PC of the instruction, _xTVAL_ (if not read-only-zero) updated with the bad address if it was an access fault and","When true, `vstval` is written with the virtual PC of an instructino when fetch causes an
`InstructionAccessFault`.

WHen false, `vstval` is written with 0 when an instruction fetch causes an
`InstructionAccessFault`."
REPORT_VA_IN_VSTVAL_ON_INSTRUCTION_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,c-st-ext.adoc,310,8,True,False,[#norm:c-ldsp_op]#C.LDSP is an RV64C-only instruction that loads a 64-bit value,"When true, `vstval` is written with the virtual PC when an instruction fetch is misaligned.

When false, `vstval` is written with 0 when an instruction fetch is misaligned.

Note that when IALIGN=16 (i.e., when the `C` or one of the `Zc*` extensions are implemented),
it is impossible to generate a m"
REPORT_VA_IN_VSTVAL_ON_INSTRUCTION_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,zc.adoc,1183,8,True,False,"[#norm:Zcmp_trap]#If a trap occurs during the sequence then _xEPC_ is updated with the PC of the instruction, _xTVAL_ (if not read-only-zero) updated with the bad address if it was an access fault and","When true, `vstval` is written with the virtual PC of an instructino when fetch causes an
`InstructionPageFault`.

WHen false, `vstval` is written with 0 when an instruction fetch causes an
`InstructionPageFault`."
REPORT_VA_IN_VSTVAL_ON_LOAD_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1371,8,False,False,"actually access `vstval` instead. When V=0, `vstval` does not directly","When true, `vstval` is written with the virtual address of a load when it causes a
`LoadAccessFault`.

WHen false, `vstval` is written with 0 when a load causes a `LoadAccessFault`."
REPORT_VA_IN_VSTVAL_ON_LOAD_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the virtual address of a load instruction when the
address is misaligned and MISALIGNED_LDST is false.

When false, `vstval` is written with 0 when a load address is misaligned and
MISALIGNED_LDST is false."
REPORT_VA_IN_VSTVAL_ON_LOAD_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the virtual address of a load when it causes a
`LoadPageFault`.

WHen false, `vstval` is written with 0 when a load causes a `LoadPageFault`."
REPORT_VA_IN_VSTVAL_ON_STORE_AMO_ACCESS_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1371,8,False,False,"actually access `vstval` instead. When V=0, `vstval` does not directly","When true, `vstval` is written with the virtual address of a store when it causes a
`StoreAmoAccessFault`.

WHen false, `vstval` is written with 0 when a store causes a `StoreAmoAccessFault`."
REPORT_VA_IN_VSTVAL_ON_STORE_AMO_MISALIGNED,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the virtual address of a store instruction when the
address is misaligned and MISALIGNED_LDST is false.

When false, `vstval` is written with 0 when a store address is misaligned and
MISALIGNED_LDST is false."
REPORT_VA_IN_VSTVAL_ON_STORE_AMO_PAGE_FAULT,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^REPORT_),binary,"choices: [True, False]",H,ext:H,False,0,,hypervisor.adoc,1364,7,False,False,==== Virtual Supervisor Trap Value (`vstval`) Register,"When true, `vstval` is written with the virtual address of a store when it causes a
`StoreAmoPageFault`.

WHen false, `vstval` is written with 0 when a store causes a `StoreAmoPageFault`."
RESERVED_VSET_X0X0_VILL_SET,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,enum,"values: ['never', 'always', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1279,15,True,False,"[#norm:vsetvl_op_rs1_x0_rd_x0]#When _rs1_=`x0` and _rd_=`x0`, the instructions operate as if the current vector length in `vl` is used as the AVL, and the resulting value is written to `vl`, but not t","When rs1 = x0 and rd = x0, vset instructions act as if the current
vector length in `vl` is used as the AVL. If `vill` is set or the
configuration is reserved, implementations may set `vill` to indicate
unsupported use of these encodings."
RESERVED_VSET_X0X0_VLMAX_CHANGE,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,enum,"values: ['never', 'always', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1279,13,True,False,"[#norm:vsetvl_op_rs1_x0_rd_x0]#When _rs1_=`x0` and _rd_=`x0`, the instructions operate as if the current vector length in `vl` is used as the AVL, and the resulting value is written to `vl`, but not t","When rs1=x0 and rd=x0, the instructions operate as if the current vector length in vl is used as the AVL.
Use of the vset instructions with a new SEW/LMUL ratio that would result in a change of VLMAX is reserved.
Implementations may set vill in either case."
RVV_VL_WHEN_AVL_LT_DOUBLE_VLMAX,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,enum,"values: ['ceil(AVL/2)', 'VLMAX', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1279,9,True,False,"[#norm:vsetvl_op_rs1_x0_rd_x0]#When _rs1_=`x0` and _rd_=`x0`, the instructions operate as if the current vector length in `vl` is used as the AVL, and the resulting value is written to `vl`, but not t",The value assigned to VL when AVL < 2*VLMAX.
SATP_MODE_BARE,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of satp.MODE,binary,"choices: [True, False]",S,ext:S,False,1,satp,machine.adoc,670,11,True,False,[#norm:mstatus_sum_rdonly0]#SUM is read-only 0 if S-mode is not supported or if `satp`.MODE is read-only 0.#,Whether or not satp.MODE == Bare is supported.
SCOUNTENABLE_EN,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of scounteren.CY,bitmask,32-bit mask,S,ext:S,True,64,scounteren,supervisor.adoc,511,12,False,False,"When the CY, TM, IR, or HPM__n__ bit in the `scounteren` register is","Indicates which counters can delegated via `scounteren`

An unimplemented counter cannot be specified, i.e., if
HPM_COUNTER_EN[3] is false, it would be illegal to set
SCOUNTENABLE_EN[3] to true.

SCOUNTENABLE_EN[0:2] must all be false if `Zicntr` is not implemented.
SCOUNTENABLE_EN[3:31] must all be"
SEW_MIN,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,enum,"values: [8, 16, 32, 64]",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,284,16,False,False,"requirement is to support LMUL {ge} SEW~MIN~/ELEN, where SEW~MIN~ is","Implementations must provide fractional LMUL settings that allow the
narrowest supported element width (SEW) to occupy a fractional
portion of a vector register relative to the widest supported SEW.
In general, implementations must support LMUL >= SEW_MIN/ELEN, where
SEW_MIN is the narrowest support"
